Table S1. Sample information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample ID,original_sample_description,APC (cfu/g),Post-Enrichment APC (CFU/mL),ESBL Count (CFU/mL),MAC (CFU/mL),CTX-M ARG (WGS-confirmed),NDM ARG (WGS-confirmed),SHV ARG (WGS-confirmed),TEM ARG (WGS-confirmed),gDNA (ng/uL),CTX-M_qPCR _normalized_25ng,CTX-M_qPCR_normalized_CT_value,CTX-M_qPCR_non-normalized,CTX-M_qPCR_non-normalized_CT_value,NDM_qPCR,NDM_qPCR_CT_value,sample_collected_by,sample_collected_by_laboratory_name,sample_collection_project_name ,sample_plan_name,sample_plan_ID,sample_collector_contact_name,sample_collector_contact_email,purpose_of_sampling,specimen_processing,geo_loc_name (country),geo_loc_name (state/province/region),sample_collection_date,sample_collection_date_precision,sample_received date,environmental_site,available_data_types,available_data_types_details,food_product,food_product_properties,sample_storage_method,food_packaging,food_quality_date,Preparation Instructions,RTE eat?,Collection date (YYYY-MM-DD),16S-SEQID,16S comments
CFIA-AMR-2023-0085,Frozen Mango,65,6600000000,430,20,,,,,57.18,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2107,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/29/2023,day [UO:0000033],5/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/6/2025,none,RTE,6/15/2023,2024-16S-0239,
CFIA-AMR-2023-0086,Frozen Mango,23,52000000000,40,3,,,,,62.35,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2108,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/29/2023,day [UO:0000033],5/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/27/2026,Thaw before serving + do not refreeze,RTE,8/21/2023,2024-16S-0240,
CFIA-AMR-2023-0087,Frozen Mango,1,9600000000,0,0,,,,,101.05,NEG,ND,POS,33.61,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2109,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/1/2023,day [UO:0000033],6/1/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/8/2025,Thaw before serving + do not refreeze,RTE,6/5/2023,2024-16S-0188,
CFIA-AMR-2023-0088,Frozen Mango,0,96000000000,0,0,,,,,43.73,POS,32.77,POS,29.57,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2110,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/1/2023,day [UO:0000033],6/1/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",10/20/2024,Thaw before serving + do not refreeze,RTE,1/24/2023,2024-16S-0202,
CFIA-AMR-2023-0089,Frozen Mango,0,29000000000,1,0,,,,,87.24,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2111,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/9/2025,Thaw before serving + do not refreeze,RTE,1/11/2023,2024-16S-0193,
CFIA-AMR-2023-0090,Frozen Mango,50,82000000000,0,0,,,,,134.82,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2112,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",6/30/2024,none,RTE,6/5/2023,2024-16S-0246,
CFIA-AMR-2023-0091,Frozen Mango,70,60000000000,0,0,,,,,103.14,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2113,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",9/30/2024,Suggestion: Cook thoroughly before consumption,Cook,9/8/2023,2024-16S-0194,
CFIA-AMR-2023-0092,Frozen Mango,0,,33,30,,,,,154.73,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2114,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/9/2025,Thaw before serving + do not refreeze,RTE,1/24/2023,2024-16S-0346,
CFIA-AMR-2023-0093,Frozen Mango,150,,650000,600000,CTX-M-15,,,blaTEM-1B,148.32,TRUE_POS,17.10,TRUE_POS,11.51,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2115,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/18/2025,Cook thoroughly to 75°C before consumption,Cook,10/12/2023,2024-16S-0291,
CFIA-AMR-2023-0094,Frozen Mango,0,,0,0,,,,,116.66,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2116,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",10/19/2024,Thaw before serving + do not refreeze,RTE,3/2/2023,2024-16S-0196,
CFIA-AMR-2023-0095,Frozen Mango,24,,ND,1400000,,,,,157.88,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2117,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",12/9/2024,Thaw before serving + do not refreeze,RTE,8/21/2023,2024-16S-0364,
CFIA-AMR-2023-0096,Frozen coconut-shredded,148500,,ND,ND,CTX-M-15,,blaSHV-70,,158.60,TRUE_POS,23.37,TRUE_POS,19.43,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2118,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/25/2023,Thaw before serving + do not refreeze,RTE,10/23/2023,2024-16S-0381,
CFIA-AMR-2023-0097,Frozen coconut-shredded,639000,,ND,ND,CTX-M-15,, blaSHV-148,,151.53,TRUE_POS,20.64,TRUE_POS,15.29,POS,25.80,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2119,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",8/13/2024,"Thaw contents by placing in the open or in a dish containing water. Once thawed, do not refreeze",RTE,10/23/2023,2024-16S-0270,
CFIA-AMR-2023-0098,Frozen coconut-shredded,0,,ND,6000000,,,,,164.89,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2120,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/31/2023,Thaw before serving + do not refreeze,RTE,3/2/2023,2024-16S-0345,
CFIA-AMR-2023-0099,Frozen coconut-shredded,405000,,ND,ND,,,,,160.92,NEG,ND,POS,17.32,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2121,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/13/2024,Thaw at room temperature for 10 minutes,RTE,10/23/2023,2024-16S-0330,
CFIA-AMR-2023-0100,Frozen coconut-shredded,57600,,ND,ND,,,,,136.69,POS,24.86,POS,21.87,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2122,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/1/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,10/23/2023,2024-16S-0262,
CFIA-AMR-2023-0101,Frozen coconut-shredded,5400,,ND,ND,,,,,138.74,POS,22.51,POS,19.36,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2123,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/28/2025,Cook thoroughly to 75°C before consumption,Cook,10/23/2023,2024-16S-0254,
CFIA-AMR-2023-0102,Frozen Avocado,0,,ND,ND,,,,,161.21,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2124,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/24/2023,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,4/20/2023,2024-16S-0383,
CFIA-AMR-2023-0103,Frozen Avocado,26,,1280000,1940000,,,,,71.52,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2125,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/2/2024,none,RTE,6/12/2023,2024-16S-0190,
CFIA-AMR-2023-0104,Frozen Avocado,0,,1030000,2600000,,,,,157.96,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2126,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",8/27/2024,Thaw before serving + do not refreeze,RTE,1/24/2023,2024-16S-0358,
CFIA-AMR-2023-0105,Frozen Avocado,0,,30000,40000,,,,,153.98,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2127,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],7/13/2023,day [UO:0000033],7/13/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/26/2024,Thaw before serving + do not refreeze,RTE,1/24/2023,2024-16S-0392,
CFIA-AMR-2023-0106,Frozen Avocado,9,,380000,500000,,,,,121.20,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2128,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],8/21/2023,day [UO:0000033],8/21/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/8/2025,Thaw before serving + do not refreeze,RTE,6/12/2023,2024-16S-0219,
CFIA-AMR-2023-0107,Frozen Mango,0,,310000,110000,,,,,113.97,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2129,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],8/21/2023,day [UO:0000033],8/21/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",7/7/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,3/2/2023,2024-16S-0245,
CFIA-AMR-2023-0108,Frozen Mango,0,,ND,100,,,,,148.00,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2130,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/13/2025,Refrigerate for 4-6 hours + microwave to defrost for 30 sec,RTE,3/2/2023,2024-16S-0255,
CFIA-AMR-2023-0109,Frozen Mango,0,,34000,37000,,,,,155.79,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2131,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/29/2025,Refrigerate for 4-6 hours + microwave to defrost for 30 sec,RTE,3/2/2023,2024-16S-0400,
CFIA-AMR-2023-0110,Frozen Mango,0,,130000,12000,,,,,76.88,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2132,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/15/2024,Thaw before serving + do not refreeze,RTE,3/2/2023,2024-16S-0237,
CFIA-AMR-2023-0111,Frozen Mango,0,,15000,7000,,,,,146.47,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2133,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/3/2025,Thaw before serving + do not refreeze,RTE,3/2/2023,2024-16S-0283,
CFIA-AMR-2023-0112,Frozen Mango,0,,0,70,,,,,130.71,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2134,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/19/2025,Refrigerate for 4-6 hours + microwave to defrost for 30 sec,RTE,3/20/2023,2024-16S-0391,
